0	3.059023e-07
1	4.588535e-06
2	3.441401e-05
3	1.720701e-04
4	6.452627e-04
5	1.935788e-03
6	4.839470e-03
7	1.037029e-02
8	1.944430e-02
9	3.240717e-02
10	4.861075e-02
11	6.628739e-02
12	8.285923e-02
13	9.560681e-02
14	1.024359e-01
15	1.024359e-01
16	9.603362e-02
17	8.473555e-02
18	7.061296e-02
19	5.574707e-02
20	4.181031e-02
21	2.986450e-02
22	2.036216e-02
23	1.327967e-02
24	8.299794e-03
25	4.979876e-03
26	2.873006e-03
27	1.596114e-03
28	8.550612e-04
29	4.422730e-04
30	2.211365e-04
31	1.070015e-04
32	5.015697e-05
33	2.279862e-05
34	1.005822e-05
35	4.310664e-06
36	1.796110e-06
37	7.281527e-07
38	2.874287e-07
39	1.105495e-07
40	4.145606e-08
41	1.516685e-08
42	5.416733e-09
43	1.889558e-09
44	6.441675e-10
45	2.147225e-10
46	7.001821e-11
47	2.234624e-11
48	6.983199e-12
49	2.137714e-12
50	6.413142e-13
