0	0.000000
1	0.000000
2	0.000004
3	0.000028
4	0.000140
5	0.000551
6	0.001771
7	0.004770
8	0.010989
9	0.021978
10	0.038619
11	0.060185
12	0.083830
13	0.105017
14	0.118948
15	0.122347
16	0.114700
17	0.098314
18	0.077247
19	0.055757
20	0.037039
21	0.022677
22	0.012811
23	0.006684
24	0.003223
25	0.001436
26	0.000592
27	0.000225
28	0.000079
29	0.000026
30	0.000008
31	0.000002
32	0.000001
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
