0	2.736278e-06
1	1.088680e-05
2	3.938029e-05
3	1.295079e-04
4	3.872148e-04
5	1.052559e-03
6	2.601235e-03
7	5.844553e-03
8	1.193883e-02
9	2.217229e-02
10	3.743675e-02
11	5.746777e-02
12	8.020274e-02
13	1.017636e-01
14	1.173910e-01
15	1.231163e-01
16	1.173910e-01
17	1.017636e-01
18	8.020274e-02
19	5.746777e-02
20	3.743675e-02
21	2.217229e-02
22	1.193883e-02
23	5.844553e-03
24	2.601235e-03
25	1.052559e-03
26	3.872148e-04
27	1.295079e-04
28	3.938029e-05
29	1.088680e-05
30	2.736278e-06
31	6.252574e-07
32	1.298961e-07
33	2.453420e-08
34	4.212952e-09
35	6.577178e-10
36	9.335365e-11
37	1.204652e-11
38	1.413288e-12
39	1.507434e-13
40	1.461788e-14
41	1.288752e-15
42	1.032982e-16
43	7.527569e-18
44	4.987185e-19
45	3.003964e-20
46	1.645026e-21
47	8.190101e-23
48	3.707186e-24
49	1.525591e-25
50	5.707825e-27
