0	1.798465e-08
1	1.888388e-07
2	1.294895e-06
3	6.520720e-06
4	2.571027e-05
5	8.264015e-05
6	2.226224e-04
7	5.128267e-04
8	1.025653e-03
9	1.802220e-03
10	2.808654e-03
11	3.912054e-03
12	4.900814e-03
13	5.550922e-03
14	5.709520e-03
15	5.352675e-03
16	4.588007e-03
17	3.604863e-03
18	2.602006e-03
19	1.728476e-03
20	1.058250e-03
21	5.978427e-04
22	3.119180e-04
23	1.503890e-04
24	6.703053e-05
25	2.762247e-05
26	1.052285e-05
27	3.704471e-06
28	1.204409e-06
29	3.613228e-07
30	9.990493e-08
31	2.542224e-08
32	5.942861e-09
33	1.273470e-09
34	2.494962e-10
35	4.455289e-11
36	7.224793e-12
37	1.059274e-12
38	1.396845e-13
39	1.646282e-14
40	1.720852e-15
41	1.580374e-16
42	1.260099e-17
43	8.591584e-19
44	4.909477e-20
45	2.287023e-21
46	8.341726e-23
47	2.234391e-24
48	3.908556e-26
49	3.350191e-28
