0	1.126776e-100
1	4.429734e-88
2	2.356832e-76
3	1.697035e-65
4	1.653727e-55
5	2.180961e-46
6	3.892630e-38
7	9.402629e-31
8	3.073736e-24
9	1.359862e-18
10	8.142056e-14
11	6.597576e-10
12	7.235121e-07
13	1.073787e-04
14	2.156759e-03
15	5.862679e-03
16	2.156759e-03
17	1.073787e-04
18	7.235121e-07
19	6.597576e-10
20	8.142056e-14
21	1.359862e-18
22	3.073736e-24
23	9.402629e-31
24	3.892630e-38
25	2.180961e-46
26	1.653727e-55
27	1.697035e-65
28	2.356832e-76
29	4.429734e-88
30	1.126776e-100
31	3.878902e-114
32	1.807136e-128
33	1.139420e-143
34	9.722728e-160
35	1.122802e-176
36	1.754808e-194
37	3.711649e-213
38	1.062466e-232
39	4.115992e-253
40	2.157968e-274
41	1.531180e-296
42	1.470339e-319
43	0.000000e+00
44	0.000000e+00
45	0.000000e+00
46	0.000000e+00
47	0.000000e+00
48	0.000000e+00
49	0.000000e+00
50	0.000000e+00
